Index,City,Cloudiness,Country,Date,Humidity,Lat,lng,Max Temp,Wind Speed
371,Te Anau,100,NZ,1570709144,91,-45.41,167.72,42.82,12.05
372,Mandurah,83,AU,1570709144,82,-32.55,115.7,64.99,5.82
373,Pauini,97,BR,1570709145,91,-7.71,-67.0,75.76,1.27
374,Liaocheng,99,CN,1570709145,79,36.44,115.96,62.08,3.88
375,Coromandel,100,BR,1570709145,74,-18.47,-47.2,72.16,12.31
376,Sao Jose da Coroa Grande,26,BR,1570709145,75,-8.9,-35.15,78.28,16.28
377,Gat,20,SN,1570709145,66,14.69,-16.54,86.0,2.24
378,Guilin,40,CN,1570709146,66,25.28,110.29,84.2,6.71
379,Dakar,20,SN,1570709146,66,14.69,-17.45,86.0,2.24
380,Sangrur,0,IN,1570709146,38,30.24,75.84,84.04,4.97
381,Manaus,75,BR,1570709146,88,-3.13,-59.98,78.8,3.36
382,Kaputa,100,ZM,1570709146,25,-8.47,29.66,91.6,9.34
383,Kalmunai,95,LK,1570709146,76,7.42,81.82,84.04,17.18
384,Haicheng,94,CN,1570709146,50,40.85,122.74,61.9,12.62
385,Maturin,100,VE,1570709147,96,9.75,-63.18,73.78,3.64
386,Oranjemund,100,ZA,1570709147,22,-28.55,16.43,75.76,10.64
387,Jimo,90,CN,1570709147,93,36.39,120.46,64.4,2.24
388,Yangambi,65,CD,1570709147,53,0.77,24.47,88.18,4.85
389,Hofn,20,IS,1570709147,66,64.25,-15.21,46.4,18.34
390,Yerbogachen,96,RU,1570709148,88,61.28,108.01,16.9,7.27
391,Menongue,77,AO,1570709148,26,-14.66,17.68,88.18,7.84
392,Isangel,1,VU,1570709148,73,-19.55,169.27,71.26,5.24
393,Luderitz,13,NA,1570709148,66,-26.65,15.16,58.3,30.61
394,Ternate,20,PH,1570709148,66,14.29,120.72,86.0,6.93
395,Canandaigua,1,US,1570709148,100,42.88,-77.28,43.0,4.69
396,Nuuk,40,GL,1570709148,86,64.17,-51.74,33.8,5.82
397,Bulgan,94,MN,1570709149,93,48.81,103.53,24.64,7.46
398,Panzhihua,16,CN,1570709149,76,26.59,101.72,65.32,1.5
399,Bontang,64,ID,1570709149,82,0.12,117.47,81.7,8.29
400,Lagoa,0,PT,1570709150,53,37.14,-8.45,80.01,10.29
401,Tazovskiy,100,RU,1570709150,66,67.47,78.7,35.98,26.01
402,Kedrovyy,0,RU,1570709151,40,56.17,91.82,33.8,6.71
403,Nizhniy Mamon,76,RU,1570709151,47,50.19,40.51,61.36,16.37
404,Mae Sai,40,MM,1570709151,78,20.44,99.89,84.0,1.3
405,Beira,1,ES,1570709151,68,43.2,-8.36,66.99,4.7
406,Lorengau,0,PG,1570709151,70,-2.02,147.27,83.86,2.48
407,Bati,45,ET,1570709151,44,11.19,40.02,76.3,8.75
408,Cururupu,70,BR,1570709151,63,-1.82,-44.87,82.78,8.7
409,Cedar City,1,US,1570709152,36,37.68,-113.06,30.2,14.99
410,Sao Felix do Xingu,94,BR,1570709152,58,-6.64,-51.99,86.92,0.7
411,Inndyr,20,NO,1570709152,56,67.03,14.03,43.0,14.99
412,Zhangjiakou,0,CN,1570709152,43,40.77,114.88,52.0,5.29
413,Broken Hill,0,AU,1570709152,27,-31.97,141.45,62.6,8.89
414,Maceio,75,BR,1570709152,69,-9.67,-35.74,80.6,17.22
415,Henties Bay,0,NA,1570709153,87,-22.12,14.28,63.0,5.99
416,Adre,64,TD,1570709153,30,13.47,22.2,91.96,11.21
417,Moron,92,HT,1570709153,78,18.56,-74.26,79.36,2.19
418,Galle,99,GN,1570709153,75,10.08,-12.83,80.62,4.42
419,Airai,23,TL,1570709153,56,-8.93,125.41,65.14,4.51
420,Beterou,66,BJ,1570709153,81,9.2,2.26,80.8,5.55
421,Nanyamba,100,MZ,1570709154,42,-10.69,39.81,89.26,13.72
422,Makakilo City,90,US,1570709154,83,21.35,-158.09,80.6,3.36
423,Xaltocan,100,MX,1570709154,93,19.42,-98.21,49.12,1.21
424,Sao Gabriel da Cachoeira,100,BR,1570709154,96,-0.13,-67.09,72.88,2.92
425,Nhamunda,42,BR,1570709154,79,-2.19,-56.71,81.34,3.53
426,Okha,56,RU,1570709154,86,53.59,142.95,46.24,12.46
427,Mago,100,RU,1570709154,88,53.27,140.15,47.32,8.01
428,Serenje,66,ZM,1570709155,19,-13.23,30.22,90.16,9.75
429,Vanavara,0,RU,1570709155,64,60.35,102.28,22.12,3.98
430,Rio Cuarto,39,AR,1570709155,64,-33.13,-64.35,68.0,9.17
431,Abu Samrah,0,SY,1570709155,11,35.3,37.18,90.88,5.7
432,Karratha,39,AU,1570709155,58,-20.74,116.85,81.7,10.03
433,Rawson,62,AR,1570709155,58,-43.3,-65.11,57.04,20.55
434,Humaita,0,AR,1570709155,82,-24.93,-65.37,68.0,2.23
435,Matagami,75,NG,1570709156,51,9.67,8.4,80.6,23.04
436,Inta,100,RU,1570709156,96,66.04,60.13,32.56,11.8
437,Clovis,1,US,1570709156,70,36.83,-119.7,54.0,5.82
438,Port Macquarie,90,AU,1570709156,93,-31.43,152.91,57.2,5.82
439,Mehamn,75,NO,1570709156,86,71.03,27.85,41.0,6.93
440,Port Lincoln,49,AU,1570709157,86,-34.72,135.86,52.9,10.85
441,Troitsko-Pechorsk,38,RU,1570709157,69,62.71,56.19,37.42,5.81
442,Boa Vista,98,BR,1570709157,83,2.82,-60.67,77.0,2.24
443,Taltal,49,CL,1570709157,72,-25.41,-70.49,55.24,6.22
444,Chippenham,90,GB,1570709157,82,51.46,-2.12,62.01,20.8
445,Hamilton,20,CA,1570709157,100,43.26,-79.87,52.0,6.93
446,Chunskiy,26,RU,1570709158,58,56.08,99.63,24.82,2.63
447,Itaituba,20,BR,1570709158,88,-4.26,-55.99,78.8,3.11
448,Samdrup Jongkhar,76,IN,1570709158,98,26.8,91.5,61.72,1.33
449,Stromness,1,CA,1570709158,93,42.87,-79.55,46.99,3.36
450,Shar,81,NG,1570709159,71,7.3,8.73,84.94,3.42
451,Auki,89,NG,1570709159,60,12.18,6.51,83.32,3.88
452,Lakatoro,34,VU,1570709160,76,-16.11,167.42,78.1,9.99
453,Hirara,40,JP,1570709160,69,24.8,125.28,77.0,9.17
454,Oktyabrskiy,75,RU,1570709160,81,55.61,37.97,48.2,11.18
455,Isilkul,100,RU,1570709160,57,54.9,71.26,58.48,2.99
456,Hauterive,1,CA,1570709160,100,49.18,-68.27,34.0,2.24
457,Tieling,33,CN,1570709160,52,42.29,123.84,52.36,7.53
458,Buenos Aires,75,AR,1570709160,82,-34.61,-58.44,77.0,2.24
459,Caravelas,4,BR,1570709161,62,-17.73,-39.27,80.26,12.01
460,Ghatanji,31,IN,1570709161,72,20.14,78.32,81.88,6.8
461,Le Port,20,FR,1570709161,40,42.87,1.37,70.0,8.05
462,Maningrida,55,AU,1570709161,85,-12.05,134.23,75.04,5.98
463,Uglezavodsk,20,RU,1570709161,87,47.32,142.63,53.6,6.71
464,Hovd,1,NO,1570709161,66,63.83,10.7,51.01,14.99
465,Sa Kaeo,100,TH,1570709162,77,13.8,102.09,79.9,3.38
466,Yar,100,RU,1570709162,89,58.24,52.11,39.04,10.08
467,Rio Gallegos,0,AR,1570709162,55,-51.62,-69.22,35.6,32.21
468,Kayiry,83,UA,1570709162,63,46.95,33.71,63.7,15.37
469,Svetlogorsk,75,RU,1570709162,52,53.14,59.15,41.0,15.66
470,Chikhli,40,IN,1570709162,55,20.76,73.06,91.4,3.36
471,Kyshtovka,100,RU,1570709163,55,56.56,76.62,49.3,11.42
472,Malartic,20,CA,1570709163,100,48.14,-78.13,32.0,3.2
473,Rafai,75,CF,1570709163,45,4.95,23.92,90.34,2.01
474,Matara,80,BI,1570709163,65,-3.48,29.48,70.54,4.41
475,Belmonte,0,PT,1570709164,43,40.36,-7.35,79.0,1.99
476,Verkhnyaya Toyma,98,RU,1570709164,83,62.24,45.0,40.12,6.64
477,Cabedelo,75,BR,1570709164,78,-6.97,-34.84,78.8,16.11
478,Bam,0,IR,1570709164,8,29.11,58.36,89.44,17.61
479,Agirish,98,RU,1570709164,68,61.92,63.02,38.14,9.24
480,San Antonio,100,CL,1570709164,87,-33.58,-71.61,48.2,2.24
481,Itaberai,57,BR,1570709164,61,-16.02,-49.81,80.44,2.62
482,Sivaki,44,RU,1570709165,53,52.63,126.75,28.42,8.95
483,Paamiut,19,GL,1570709165,58,61.99,-49.67,36.88,9.28
484,Bela,0,PK,1570709165,43,26.23,66.31,91.6,19.13
485,Kilindoni,89,TZ,1570709165,82,-7.91,39.67,79.54,18.25
486,Lagunas,66,PE,1570709165,96,-5.23,-75.68,73.24,0.53
487,Tomakomai,67,JP,1570709165,93,42.65,141.6,57.99,3.36
488,Fort Nelson,20,CA,1570709165,86,58.81,-122.69,26.6,5.82
489,Wagrowiec,75,PL,1570709166,76,52.81,17.2,59.0,10.29
490,Sola,51,TZ,1570709166,31,-3.17,33.8,86.2,7.67
491,Ceuta,1,MX,1570709166,99,23.9,-106.93,75.0,4.63
492,Manali,43,IN,1570709166,86,32.25,77.19,52.54,2.3
493,Mantenopolis,30,BR,1570709166,65,-18.86,-41.12,75.22,10.62
494,Stykkisholmur,44,IS,1570709166,74,65.08,-22.73,39.22,22.99
495,Poya,17,NC,1570709166,78,-21.35,165.16,73.24,8.57
496,Olinda,75,AU,1570709167,81,-37.84,145.39,52.0,9.17
497,Chumikan,51,RU,1570709167,66,54.72,135.31,35.08,17.72
498,Ongandjera,61,NA,1570709167,10,-17.88,15.07,93.22,5.92
499,Halmasd,91,RO,1570709167,51,47.15,22.62,63.0,10.29
500,Tupik,100,RU,1570709168,47,54.43,119.94,23.2,5.29
501,Umea,90,SE,1570709169,93,63.83,20.26,42.8,4.7
502,Orocue,71,CO,1570709169,87,4.79,-71.34,75.94,3.7
503,Mandalgovi,80,MN,1570709169,47,45.76,106.27,38.14,12.51
504,San Pedro,52,AR,1570709169,72,-33.68,-59.66,72.0,7.0
505,Bandarbeyla,0,SO,1570709169,82,9.49,50.81,80.44,9.65
506,Port-Gentil,75,GA,1570709169,88,-0.72,8.78,82.4,8.05
507,College,90,US,1570709169,100,64.86,-147.8,37.4,1.6
508,Laguna,40,BZ,1570709170,94,16.17,-88.94,77.0,1.41
509,Maragogi,26,BR,1570709170,75,-9.01,-35.22,78.28,16.28
510,Xichang,85,CN,1570709170,96,27.88,102.25,50.74,4.19
511,Poum,40,MK,1570709170,64,41.28,20.71,69.8,4.7
512,Ferrol,0,ES,1570709170,68,43.48,-8.23,69.01,4.7
513,Saquena,99,PE,1570709170,96,-4.67,-73.52,74.14,1.21
514,Xining,83,CN,1570709170,50,36.62,101.77,46.78,12.11
515,Kieta,13,PG,1570709171,78,-6.22,155.63,81.7,5.94
516,Abu Dhabi,20,AE,1570709171,56,24.47,54.37,95.0,11.41
517,Strezhevoy,100,RU,1570709171,53,60.73,77.6,50.0,17.9
518,Paita,11,PE,1570709171,82,-5.09,-81.11,61.54,8.48
519,Tagusao,98,PH,1570709171,85,9.19,117.81,76.66,2.62
520,San Lorenzo,14,HN,1570709171,94,13.43,-87.45,71.44,2.38
521,Waipawa,99,NZ,1570709171,94,-39.94,176.59,55.0,6.64
522,Qaqortoq,5,GL,1570709172,68,60.72,-46.03,30.2,7.93
523,Dunedin,100,NZ,1570709172,96,-45.87,170.5,46.99,1.01
524,Balikpapan,38,ID,1570709172,92,-1.24,116.86,76.12,1.87
525,Chernogorsk,0,RU,1570709172,41,53.83,91.31,41.0,4.47
526,Teya,5,MX,1570709172,94,21.05,-89.07,77.0,3.36
527,Meulaboh,100,ID,1570709172,77,4.14,96.13,80.8,1.41
528,Alta Gracia,30,AR,1570709173,77,-31.66,-64.43,75.99,4.7
529,Cockburn Town,40,TC,1570709173,74,21.46,-71.14,82.4,5.82
530,Caluquembe,48,AO,1570709173,34,-13.78,14.68,81.16,6.16
531,Ambilobe,21,MG,1570709173,39,-13.19,49.05,92.68,10.92
532,Fare,100,PF,1570709173,80,-16.7,-151.02,75.76,17.25
533,Morehead,1,US,1570709173,93,38.18,-83.43,57.2,3.36
534,Orbetello,90,IT,1570709173,93,42.44,11.21,77.0,8.05
535,Anloga,40,GH,1570709174,74,5.79,0.9,84.2,10.29
536,Urgut,84,UZ,1570709174,20,39.41,67.25,77.0,16.11
537,Luwingu,29,ZM,1570709174,21,-10.26,29.92,91.06,7.01
538,Allonnes,75,FR,1570709174,59,47.97,0.16,64.0,11.41
539,Granja,30,BR,1570709174,46,-3.12,-40.83,87.28,12.99
540,Carbonear,0,CA,1570709174,80,47.73,-53.24,48.99,5.73
541,Pangnirtung,90,CA,1570709174,80,66.15,-65.72,39.2,12.75
542,Goundi,71,TD,1570709175,70,9.36,17.37,85.12,1.88
543,Palmer,8,AU,1570709175,62,-34.85,139.16,55.99,10.29
544,Kwekwe,35,ZW,1570709175,13,-18.93,29.81,94.66,9.4
545,Biritiba-Mirim,40,BR,1570709175,77,-23.57,-46.04,69.8,6.93
546,Kamenka,75,MD,1570709175,59,48.03,28.7,64.99,3.0
547,Cap Malheureux,40,MU,1570709176,61,-19.98,57.61,77.0,17.22
548,Pore,100,CO,1570709176,91,5.73,-71.99,73.24,0.6
549,Aykhal,90,RU,1570709176,85,65.95,111.51,15.8,8.95
550,Whitianga,100,NZ,1570709177,94,-36.83,175.7,61.0,5.99
551,Porgera,100,PG,1570709177,97,-5.46,143.15,51.64,2.46
552,Virginia Beach,90,US,1570709177,87,36.85,-75.98,61.0,8.05
553,Roebourne,0,AU,1570709177,46,-20.77,117.15,77.56,7.92
