#This file contains the count of Vaisala NLDN lightning strikes within a 0.1 degree grid cell for the specified day as defined by the UTC/GMT time zone.
#File written at Sun Oct  6 02:08:03 EDT 2019.
#ZDAY,CENTERLON,CENTERLAT,TOTAL_COUNT
20191001,-96.7,44.1,1
20191001,-96.6,44.1,1
20191001,-96.3,44.1,1
20191001,-96.1,44.1,1
20191001,-94.7,44.1,1
20191001,-94.6,44.1,3
20191001,-94.5,44.1,3
20191001,-94.4,44.1,2
20191001,-94.3,44.1,1
20191001,-94.2,44.1,1
20191001,-93.9,44.1,3
20191001,-93.6,44.1,1
20191001,-93.2,44.1,2
20191001,-93.1,44.1,1
20191001,-92.9,44.1,2
20191001,-92.8,44.1,4
20191001,-92.7,44.1,4
20191001,-92.6,44.1,1
20191001,-92.3,44.1,1
20191001,-92.2,44.1,1
20191001,-91.8,44.1,1
20191001,-93.2,43.9,16
20191001,-93.1,43.9,9
20191001,-92.9,43.9,6
20191001,-92.8,43.9,4
20191001,-92.7,43.9,2
20191001,-92.6,43.9,4
20191001,-92.5,43.9,5
20191001,-92.4,43.9,4
20191001,-92.2,43.9,3
20191001,-92.1,43.9,2
20191001,-91.9,43.9,2
20191001,-91.7,43.9,1
20191001,-91.5,43.9,1
20191001,-91.3,43.9,1
20191001,-91.2,43.9,2
20191001,-90.7,43.9,2
20191001,-90.6,43.9,4
20191001,-90.5,43.9,6
20191001,-90.4,43.9,7
20191001,-90.3,43.9,8
20191001,-90.2,43.9,3
20191001,-89.9,43.9,1
20191001,-89.8,43.9,3
20191001,-89.7,43.9,6
20191001,-89.6,43.9,6
20191001,-89.5,43.9,6
20191001,-89.4,43.9,9
20191001,-89.3,43.9,12
20191001,-89.2,43.9,24
20191001,-89.1,43.9,14
20191001,-88.9,43.9,9
20191001,-88.8,43.9,13
20191001,-88.7,43.9,10
20191001,-88.6,43.9,10
20191001,-88.5,43.9,3
20191001,-88.3,43.9,4
20191001,-88.2,43.9,10
20191001,-88.1,43.9,18
20191001,-87.9,43.9,19
20191001,-87.8,43.9,11
20191001,-87.7,43.9,7
20191001,-87.6,43.9,2
20191001,-87.4,43.9,3
20191001,-87.3,43.9,2
20191001,-87.1,43.9,3
20191001,-86.7,43.9,2
20191001,-86.6,43.9,1
20191001,-86.5,43.9,3
20191001,-80.7,43.9,1
20191001,-80.6,43.9,4
20191001,-80.5,43.9,1
20191001,-80.2,43.9,2
20191001,-80.1,43.9,2
20191001,-79.9,43.9,1
20191001,-79.8,43.9,2
20191001,-79.4,43.9,1
20191001,-79.3,43.9,2
20191001,-78.7,43.9,1
20191001,-78.5,43.9,4
20191001,-78.4,43.9,6
20191001,-78.3,43.9,1
20191001,-78.2,43.9,1
20191001,-78.1,43.9,1
20191001,-77.3,43.9,1
20191001,-78.4,43.8,1
20191001,-77.4,43.8,1
20191001,-77.3,43.8,2
20191001,-77.2,43.8,3
20191001,-76.9,43.8,1
20191001,-76.8,43.8,9
20191001,-76.7,43.8,5
20191001,-76.6,43.8,6
20191001,-76.5,43.8,5
20191001,-76.4,43.8,8
20191001,-76.3,43.8,4
20191001,-76.2,43.8,2
20191001,-76.1,43.8,3
20191001,-75.9,43.8,3
20191001,-75.8,43.8,1
20191001,-75.7,43.8,1
20191001,-75.6,43.8,2
20191001,-75.5,43.8,1
20191001,-75.4,43.8,8
20191001,-75.3,43.8,27
20191001,-75.2,43.8,16
20191001,-75.1,43.8,6
20191001,-74.9,43.8,11
20191001,-74.8,43.8,6
20191001,-68.9,43.8,1
20191001,-100,43.9,1
20191001,-95,43.9,1
20191001,-93,43.9,4
20191001,-92,43.9,1
20191001,-91,43.9,1
20191001,-90,43.9,1
20191001,-89,43.9,6
20191001,-88,43.9,14
20191001,-87,43.9,1
20191001,-80,43.9,2
20191001,-79,43.9,2
20191001,-77,43.9,1
20191001,-76,43.9,2
20191001,-75,43.9,11
20191001,-99.5,43.9,1
20191001,-99.2,43.9,1
20191001,-98.7,43.9,1
20191001,-98.6,43.9,1
20191001,-96.9,43.9,1
20191001,-96.7,43.9,1
20191001,-96.4,43.9,1
20191001,-96.3,43.9,1
20191001,-95.5,43.9,1
20191001,-95.4,43.9,1
20191001,-95.3,43.9,2
20191001,-95.2,43.9,3
20191001,-95.1,43.9,1
20191001,-94.9,43.9,4
20191001,-94.8,43.9,4
20191001,-94.5,43.9,2
20191001,-94.4,43.9,2
20191001,-94.3,43.9,2
20191001,-94.1,43.9,2
20191001,-93.8,43.9,2
20191001,-93.7,43.9,2
20191001,-93.6,43.9,7
20191001,-93.5,43.9,12
20191001,-93.4,43.9,9
20191001,-93.3,43.9,5
20191001,-91.1,43.8,2
20191001,-90.9,43.8,9
20191001,-90.8,43.8,8
20191001,-90.7,43.8,14
20191001,-90.6,43.8,7
20191001,-90.5,43.8,17
20191001,-90.4,43.8,13
20191001,-90.3,43.8,6
20191001,-90.2,43.8,8
20191001,-90.1,43.8,6
20191001,-89.9,43.8,6
20191001,-89.8,43.8,20
20191001,-89.7,43.8,16
20191001,-89.6,43.8,24
20191001,-89.5,43.8,30
20191001,-89.4,43.8,31
20191001,-89.3,43.8,24
20191001,-89.2,43.8,20
20191001,-89.1,43.8,26
20191001,-88.9,43.8,7
20191001,-88.8,43.8,21
20191001,-88.7,43.8,13
20191001,-88.6,43.8,14
20191001,-88.5,43.8,12
20191001,-88.4,43.8,12
20191001,-88.3,43.8,18
20191001,-88.2,43.8,6
20191001,-88.1,43.8,7
20191001,-87.9,43.8,9
20191001,-87.8,43.8,16
20191001,-87.7,43.8,10
20191001,-87.6,43.8,4
20191001,-87.5,43.8,5
20191001,-87.4,43.8,4
20191001,-87.3,43.8,4
20191001,-87.2,43.8,2
20191001,-86.9,43.8,2
20191001,-86.8,43.8,2
20191001,-86.7,43.8,3
20191001,-86.6,43.8,2
20191001,-86.5,43.8,1
20191001,-86.1,43.8,2
20191001,-85.9,43.8,6
20191001,-85.8,43.8,2
20191001,-85.4,43.8,1
20191001,-81.5,43.8,1
20191001,-80.9,43.8,2
20191001,-80.8,43.8,4
20191001,-80.7,43.8,2
20191001,-80.6,43.8,3
20191001,-80.4,43.8,1
20191001,-80.3,43.8,1
20191001,-80.2,43.8,1
20191001,-80.1,43.8,1
20191001,-79.9,43.8,1
20191001,-79.7,43.8,1
20191001,-79.4,43.8,5
20191001,-79.3,43.8,8
20191001,-79.2,43.8,4
20191001,-79.1,43.8,6
20191001,-78.9,43.8,7
20191001,-78.8,43.8,3
20191001,-78.6,43.8,2
20191001,-78.5,43.8,1
20191001,-84.1,29.9,2
20191001,-83.8,29.9,2
20191001,-106.9,29.9,5
20191001,-106.6,29.9,1
20191001,-106.5,29.9,1
20191001,-106.4,29.9,5
20191001,-106.3,29.9,2
20191001,-106.2,29.9,7
20191001,-106.1,29.9,3
20191001,-105.5,29.9,1
20191001,-105.4,29.9,7
20191001,-105.3,29.9,2
20191001,-85.7,30.1,1
20191001,-106.6,30.1,1
20191001,-106.5,30.1,1
20191001,-106.4,30.1,5
20191001,-106.3,30.1,16
20191001,-106.2,30.1,3
20191001,-106.1,30.1,1
20191001,-106,30.2,1
20191001,-85.6,30.2,1
20191001,-85.5,30.2,2
20191001,-85.4,30.2,2
20191001,-84.7,30.2,2
20191001,-84.6,30.2,1
20191001,-83.4,30.2,1
20191001,-81.3,30.2,1
20191001,-81.2,30.2,9
20191001,-81.1,30.2,8
20191001,-108.4,30.2,3
20191001,-95.8,43.8,1
20191001,-95.7,43.8,3
20191001,-95.6,43.8,1
20191001,-95.3,43.8,1
20191001,-95.2,43.8,1
20191001,-94.9,43.8,1
20191001,-94.8,43.8,3
20191001,-94.7,43.8,1
20191001,-94.6,43.8,2
20191001,-94.4,43.8,3
20191001,-94.2,43.8,1
20191001,-93.9,43.8,4
20191001,-93.8,43.8,9
20191001,-93.7,43.8,9
20191001,-93.6,43.8,14
20191001,-93.5,43.8,22
20191001,-93.4,43.8,16
20191001,-93.3,43.8,21
20191001,-93.2,43.8,18
20191001,-93.1,43.8,6
20191001,-92.9,43.8,2
20191001,-92.8,43.8,4
20191001,-92.7,43.8,7
20191001,-92.6,43.8,5
20191001,-92.5,43.8,6
20191001,-92.4,43.8,9
20191001,-92.3,43.8,7
20191001,-92.2,43.8,5
20191001,-92.1,43.8,1
20191001,-91.8,43.8,1
20191001,-91.7,43.8,2
20191001,-91.5,43.8,2
20191001,-91.3,43.8,4
20191001,-91.2,43.8,3
20191001,-107.3,28.6,3
20191001,-107.1,28.6,1
20191001,-106.6,28.6,1
20191001,-107.2,28.7,1
20191001,-106.9,28.7,1
20191001,-106.8,28.7,1
20191001,-106.7,28.7,1
20191001,-107.1,28.8,1
20191001,-107.5,28.9,1
20191001,-107.4,28.9,1
20191001,-107.3,28.9,11
20191001,-107.1,28.9,1
20191001,-106.5,28.9,1
20191001,-106.4,28.9,1
20191001,-107,29.1,1
20191001,-107.6,29.1,1
20191001,-107.5,29.1,1
20191001,-107.4,29.1,1
20191001,-107.2,29.1,2
20191001,-106,29.2,1
20191001,-105.6,29.2,2
20191001,-105.4,29.2,1
20191001,-105.1,29.2,1
20191001,-106.2,29.3,1
20191001,-105.6,29.3,1
20191001,-105.4,29.3,2
20191001,-105.2,29.3,2
20191001,-107.6,29.4,1
20191001,-106.4,29.4,1
20191001,-106.2,29.4,1
20191001,-105.9,29.4,2
20191001,-105.6,29.4,2
20191001,-105.5,29.4,6
20191001,-105.4,29.4,1
20191001,-107,29.5,2
20191001,-106,29.5,2
20191001,-106.3,29.5,6
20191001,-105.9,29.5,2
20191001,-105.8,29.5,1
20191001,-105.7,29.5,1
20191001,-105.5,29.5,6
20191001,-105.4,29.5,1
20191001,-107,29.6,5
20191001,-106,29.6,1
20191001,-106.3,29.6,4
20191001,-106.2,29.6,2
20191001,-106.1,29.6,1
20191001,-105.5,29.6,5
20191001,-105.4,29.6,2
20191001,-107,29.7,6
20191001,-106,29.7,1
20191001,-106.9,29.7,4
20191001,-106.2,29.7,3
20191001,-105.5,29.7,7
20191001,-105.4,29.7,4
20191001,-107,29.8,1
20191001,-106.9,29.8,9
20191001,-106.5,29.8,1
20191001,-106.3,29.8,7
20191001,-106.2,29.8,5
20191001,-106.1,29.8,2
20191001,-105.5,29.8,1
20191001,-105.4,29.8,6
20191001,-107,29.9,1
20191001,-72.3,27.8,3
20191001,-72.2,27.8,1
20191001,-108.6,27.8,1
20191001,-108.4,27.8,2
20191001,-107.4,27.8,1
20191001,-107.3,27.8,1
20191001,-106.9,27.8,4
20191001,-106.7,27.8,13
20191001,-106.6,27.8,2
20191001,-106.4,27.8,1
20191001,-74.9,27.9,1
20191001,-72.3,27.9,1
20191001,-108.6,27.9,1
20191001,-108.5,27.9,1
20191001,-107.3,27.9,9
20191001,-107.2,27.9,3
20191001,-106.9,27.9,4
20191001,-106.7,27.9,14
20191001,-106.6,27.9,14
20191001,-107,28.1,3
20191001,-71.7,28.1,1
20191001,-71.5,28.1,1
20191001,-70.6,28.1,1
20191001,-70.4,28.1,1
20191001,-108.6,28.1,2
20191001,-107.4,28.1,4
20191001,-107.1,28.1,10
20191001,-106.9,28.1,1
20191001,-106.7,28.1,7
20191001,-106.6,28.1,13
20191001,-107,28.2,7
20191001,-71.4,28.2,1
20191001,-71.3,28.2,3
20191001,-71.2,28.2,2
20191001,-70.6,28.2,2
20191001,-70.4,28.2,1
20191001,-107.5,28.2,1
20191001,-107.1,28.2,9
20191001,-106.9,28.2,2
20191001,-106.8,28.2,12
20191001,-106.7,28.2,4
20191001,-106.6,28.2,1
20191001,-106.4,28.2,1
20191001,-70.7,28.3,1
20191001,-70.6,28.3,3
20191001,-107.3,28.3,1
20191001,-107.2,28.3,1
20191001,-106.9,28.3,1
20191001,-106.8,28.3,3
20191001,-107,28.4,1
20191001,-70.7,28.4,2
20191001,-70.6,28.4,2
20191001,-107.3,28.4,2
20191001,-107.2,28.4,1
20191001,-106.9,28.4,2
20191001,-106.8,28.4,3
20191001,-106.7,28.4,1
20191001,-106.5,28.4,1
20191001,-106.4,28.4,1
20191001,-106.3,28.4,1
20191001,-106.2,28.4,1
20191001,-107.1,28.5,1
20191001,-106.4,28.5,3
20191001,-106.2,28.5,1
20191001,-106.8,27.3,1
20191001,-106.6,27.3,4
20191001,-106.5,27.3,3
20191001,-106.4,27.3,8
20191001,-73,27.4,5
20191001,-107,27.4,5
20191001,-73.4,27.4,2
20191001,-73.3,27.4,4
20191001,-73.2,27.4,7
20191001,-73.1,27.4,15
20191001,-72.9,27.4,4
20191001,-72.8,27.4,4
20191001,-72.6,27.4,1
20191001,-108.7,27.4,1
20191001,-108.1,27.4,1
20191001,-107.9,27.4,2
20191001,-106.8,27.4,1
20191001,-106.7,27.4,5
20191001,-106.5,27.4,3
20191001,-106.4,27.4,2
20191001,-73,27.5,4
20191001,-107,27.5,5
20191001,-73.5,27.5,3
20191001,-73.4,27.5,10
20191001,-73.3,27.5,12
20191001,-73.2,27.5,21
20191001,-73.1,27.5,7
20191001,-108.8,27.5,1
20191001,-108.7,27.5,1
20191001,-108.6,27.5,1
20191001,-108.4,27.5,1
20191001,-108.3,27.5,1
20191001,-108.2,27.5,1
20191001,-106.9,27.5,1
20191001,-106.8,27.5,1
20191001,-106.7,27.5,13
20191001,-106.6,27.5,4
20191001,-106.3,27.5,1
20191001,-73,27.6,2
20191001,-107,27.6,6
20191001,-74.1,27.6,1
20191001,-73.9,27.6,1
20191001,-73.7,27.6,2
20191001,-73.4,27.6,2
20191001,-73.3,27.6,5
20191001,-73.2,27.6,9
20191001,-108.7,27.6,1
20191001,-108.6,27.6,4
20191001,-108.5,27.6,2
20191001,-108.4,27.6,4
20191001,-107.1,27.6,4
20191001,-106.7,27.6,11
20191001,-106.6,27.6,8
20191001,-74,27.7,1
20191001,-73,27.7,1
20191001,-107,27.7,2
20191001,-73.1,27.7,3
20191001,-108.6,27.7,3
20191001,-108.2,27.7,3
20191001,-106.7,27.7,12
20191001,-106.6,27.7,2
20191001,-106.4,27.7,1
20191001,-107,27.8,5
20191001,-72.8,27.8,1
20191001,-96.5,43.8,3
20191001,-96.4,43.8,1
20191001,-95.9,43.8,1
20191001,-106.5,26.5,5
20191001,-106.4,26.5,2
20191001,-106.3,26.5,1
20191001,-105.6,26.5,3
20191001,-105.5,26.5,1
20191001,-76,26.6,2
20191001,-76.2,26.6,1
20191001,-76.1,26.6,2
20191001,-75.9,26.6,2
20191001,-71.9,26.6,3
20191001,-71.5,26.6,1
20191001,-108.2,26.6,1
20191001,-108.1,26.6,3
20191001,-106.6,26.6,1
20191001,-106.5,26.6,5
20191001,-106.4,26.6,5
20191001,-106.3,26.6,1
20191001,-71.6,26.7,2
20191001,-71.5,26.7,1
20191001,-108.7,26.7,1
20191001,-108.3,26.7,1
20191001,-106.6,26.7,1
20191001,-106.5,26.7,5
20191001,-106.4,26.7,9
20191001,-106.3,26.7,11
20191001,-106.2,26.7,1
20191001,-108.2,26.8,6
20191001,-106.5,26.8,3
20191001,-106.4,26.8,23
20191001,-106.3,26.8,2
20191001,-106.2,26.8,1
20191001,-106.5,26.9,3
20191001,-106.4,26.9,12
20191001,-106.3,26.9,2
20191001,-73.9,27.1,1
20191001,-72.9,27.1,1
20191001,-71.7,27.1,1
20191001,-108.7,27.1,1
20191001,-108.1,27.1,1
20191001,-106.9,27.1,1
20191001,-106.5,27.1,6
20191001,-106.4,27.1,10
20191001,-108,27.2,1
20191001,-73.3,27.2,1
20191001,-72.8,27.2,1
20191001,-108.8,27.2,10
20191001,-108.7,27.2,6
20191001,-108.6,27.2,2
20191001,-108.5,27.2,1
20191001,-107.1,27.2,2
20191001,-106.5,27.2,4
20191001,-106.4,27.2,9
20191001,-73,27.3,6
20191001,-73.3,27.3,3
20191001,-73.2,27.3,4
20191001,-73.1,27.3,6
20191001,-72.9,27.3,2
20191001,-71.8,27.3,1
20191001,-71.6,27.3,1
20191001,-108.8,27.3,2
20191001,-108.7,27.3,1
20191001,-81.3,43.7,6
20191001,-81.2,43.7,10
20191001,-81.1,43.7,3
20191001,-80.9,43.7,3
20191001,-80.8,43.7,2
20191001,-80.7,43.7,2
20191001,-80.6,43.7,6
20191001,-80.5,43.7,6
20191001,-80.4,43.7,4
20191001,-80.3,43.7,9
20191001,-80.2,43.7,1
20191001,-80.1,43.7,3
20191001,-79.8,43.7,1
20191001,-79.7,43.7,1
20191001,-79.6,43.7,4
20191001,-79.5,43.7,3
20191001,-79.4,43.7,3
20191001,-79.3,43.7,2
20191001,-78.6,43.7,1
20191001,-77.8,43.7,1
20191001,-77.5,43.7,1
20191001,-77.3,43.7,1
20191001,-76.9,43.7,7
20191001,-76.8,43.7,4
20191001,-76.7,43.7,2
20191001,-76.6,43.7,3
20191001,-76.4,43.7,1
20191001,-76.3,43.7,2
20191001,-76.2,43.7,4
20191001,-76.1,43.7,7
20191001,-75.3,43.7,3
20191001,-75.2,43.7,23
20191001,-75.1,43.7,14
20191001,-74.9,43.7,2
20191001,-74.8,43.7,2
20191001,-74.7,43.7,4
20191001,-74.6,43.7,2
20191001,-114.4,43.7,1
20191001,-96,43.8,3
20191001,-94,43.8,4
20191001,-93,43.8,10
20191001,-92,43.8,1
20191001,-91,43.8,8
20191001,-90,43.8,10
20191001,-89,43.8,10
20191001,-88,43.8,9
20191001,-87,43.8,3
20191001,-86,43.8,7
20191001,-81,43.8,2
20191001,-79,43.8,5
20191001,-77,43.8,3
20191001,-76,43.8,4
20191001,-75,43.8,6
20191001,-99.1,43.8,1
20191001,-98.9,43.8,1
20191001,-98.7,43.8,1
20191001,-98.5,43.8,1
20191001,-98.4,43.8,3
20191001,-98.3,43.8,1
20191001,-98.2,43.8,1
20191001,-97.2,43.8,1
20191001,-96.9,43.8,2
20191001,-96.8,43.8,2
20191001,-96.7,43.8,2
20191001,-92.8,43.7,10
20191001,-92.7,43.7,15
20191001,-92.6,43.7,16
20191001,-92.5,43.7,9
20191001,-92.4,43.7,4
20191001,-92.2,43.7,4
20191001,-92.1,43.7,2
20191001,-91.9,43.7,3
20191001,-91.8,43.7,8
20191001,-91.7,43.7,15
20191001,-91.6,43.7,8
20191001,-91.5,43.7,7
20191001,-91.4,43.7,11
20191001,-91.3,43.7,11
20191001,-91.2,43.7,9
20191001,-91.1,43.7,11
20191001,-90.9,43.7,5
20191001,-90.8,43.7,6
20191001,-90.7,43.7,5
20191001,-90.6,43.7,10
20191001,-90.5,43.7,13
20191001,-90.4,43.7,6
20191001,-90.3,43.7,24
20191001,-90.2,43.7,18
20191001,-90.1,43.7,19
20191001,-89.9,43.7,6
20191001,-89.8,43.7,8
20191001,-89.7,43.7,21
20191001,-89.6,43.7,24
20191001,-89.5,43.7,19
20191001,-89.4,43.7,9
20191001,-89.3,43.7,5
20191001,-89.2,43.7,13
20191001,-89.1,43.7,7
20191001,-88.9,43.7,29
20191001,-88.8,43.7,61
20191001,-88.7,43.7,69
20191001,-88.6,43.7,77
20191001,-88.5,43.7,59
20191001,-88.4,43.7,20
20191001,-88.3,43.7,15
20191001,-88.2,43.7,13
20191001,-88.1,43.7,7
20191001,-87.9,43.7,23
20191001,-87.8,43.7,23
20191001,-87.7,43.7,10
20191001,-87.6,43.7,26
20191001,-87.5,43.7,24
20191001,-87.4,43.7,17
20191001,-87.3,43.7,10
20191001,-87.2,43.7,3
20191001,-87.1,43.7,11
20191001,-86.9,43.7,11
20191001,-86.8,43.7,3
20191001,-86.7,43.7,2
20191001,-86.6,43.7,2
20191001,-86.4,43.7,1
20191001,-86.2,43.7,1
20191001,-83.1,43.7,1
20191001,-81.8,43.7,1
20191001,-81.7,43.7,3
20191001,-81.6,43.7,2
20191001,-81.5,43.7,6
20191001,-81.4,43.7,1
20191001,-77.5,43.6,1
20191001,-76.9,43.6,1
20191001,-76.8,43.6,2
20191001,-76.7,43.6,2
20191001,-76.6,43.6,1
20191001,-75.1,43.6,2
20191001,-74.9,43.6,1
20191001,-74.8,43.6,1
20191001,-74.7,43.6,1
20191001,-74.5,43.6,1
20191001,-97,43.7,1
20191001,-96,43.7,1
20191001,-95,43.7,1
20191001,-94,43.7,8
20191001,-93,43.7,9
20191001,-92,43.7,1
20191001,-91,43.7,13
20191001,-90,43.7,21
20191001,-89,43.7,8
20191001,-88,43.7,11
20191001,-87,43.7,19
20191001,-81,43.7,2
20191001,-80,43.7,3
20191001,-79,43.7,1
20191001,-77,43.7,2
20191001,-75,43.7,1
20191001,-99.8,43.7,1
20191001,-98.9,43.7,1
20191001,-98.6,43.7,2
20191001,-98.5,43.7,2
20191001,-98.4,43.7,1
20191001,-98.3,43.7,1
20191001,-97.8,43.7,1
20191001,-97.6,43.7,1
20191001,-96.9,43.7,3
20191001,-96.8,43.7,3
20191001,-96.7,43.7,2
20191001,-96.6,43.7,1
20191001,-96.4,43.7,2
20191001,-96.2,43.7,3
20191001,-96.1,43.7,1
20191001,-95.8,43.7,4
20191001,-95.7,43.7,3
20191001,-95.6,43.7,1
20191001,-95.5,43.7,5
20191001,-95.4,43.7,1
20191001,-95.3,43.7,4
20191001,-95.1,43.7,1
20191001,-94.9,43.7,2
20191001,-94.6,43.7,2
20191001,-94.5,43.7,1
20191001,-94.3,43.7,1
20191001,-94.2,43.7,5
20191001,-94.1,43.7,5
20191001,-93.9,43.7,18
20191001,-93.8,43.7,19
20191001,-93.7,43.7,14
20191001,-93.6,43.7,16
20191001,-93.5,43.7,10
20191001,-93.4,43.7,14
20191001,-93.3,43.7,7
20191001,-93.2,43.7,7
20191001,-93.1,43.7,6
20191001,-92.9,43.7,3
20191001,-88.5,43.6,57
20191001,-88.4,43.6,67
20191001,-88.3,43.6,61
20191001,-88.2,43.6,40
20191001,-88.1,43.6,51
20191001,-87.9,43.6,25
20191001,-87.8,43.6,29
20191001,-87.7,43.6,30
20191001,-87.6,43.6,22
20191001,-87.5,43.6,25
20191001,-87.4,43.6,20
20191001,-87.3,43.6,7
20191001,-87.2,43.6,1
20191001,-87.1,43.6,3
20191001,-86.9,43.6,5
20191001,-86.8,43.6,7
20191001,-86.7,43.6,4
20191001,-86.6,43.6,6
20191001,-86.5,43.6,1
20191001,-86.4,43.6,3
20191001,-86.3,43.6,2
20191001,-86.2,43.6,1
20191001,-85.9,43.6,3
20191001,-85.8,43.6,1
20191001,-85.7,43.6,3
20191001,-85.5,43.6,2
20191001,-85.3,43.6,1
20191001,-84.8,43.6,1
20191001,-84.7,43.6,2
20191001,-84.4,43.6,1
20191001,-83.8,43.6,1
20191001,-83.2,43.6,1
20191001,-83.1,43.6,1
20191001,-82.2,43.6,1
20191001,-81.9,43.6,1
20191001,-81.7,43.6,5
20191001,-81.6,43.6,1
20191001,-81.5,43.6,7
20191001,-81.4,43.6,7
20191001,-81.3,43.6,11
20191001,-81.2,43.6,7
20191001,-81.1,43.6,4
20191001,-80.9,43.6,6
20191001,-80.8,43.6,7
20191001,-80.7,43.6,10
20191001,-80.6,43.6,9
20191001,-80.5,43.6,12
20191001,-80.4,43.6,6
20191001,-80.2,43.6,2
20191001,-80.1,43.6,1
20191001,-79.9,43.6,2
20191001,-79.8,43.6,1
20191001,-79.7,43.6,1
20191001,-79.6,43.6,5
20191001,-79.5,43.6,15
20191001,-79.4,43.6,17
20191001,-79.3,43.6,7
20191001,-79.2,43.6,9
20191001,-79.1,43.6,1
20191001,-78.9,43.6,5
20191001,-78.8,43.6,3
20191001,-78.7,43.6,1
20191001,-78.6,43.6,1
20191001,-78.4,43.6,1
20191001,-69.1,26.1,1
20191001,-108.3,26.1,1
20191001,-106.2,26.1,12
20191001,-106.1,26.1,9
20191001,-105.4,26.1,1
20191001,-105.3,26.1,6
20191001,-105.2,26.1,3
20191001,-106,26.2,2
20191001,-76.4,26.2,1
20191001,-76.3,26.2,1
20191001,-71.3,26.2,2
20191001,-71.2,26.2,2
20191001,-69.5,26.2,1
20191001,-106.2,26.2,4
20191001,-106.1,26.2,6
20191001,-105.4,26.2,3
20191001,-105.3,26.2,2
20191001,-106,26.3,3
20191001,-71.2,26.3,1
20191001,-106.4,26.3,1
20191001,-105.4,26.3,4
20191001,-72.3,26.4,1
20191001,-106.5,26.4,1
20191001,-106.4,26.4,2
20191001,-106.3,26.4,8
20191001,-72,26.5,3
20191001,-108,26.5,2
20191001,-75.9,26.5,1
20191001,-108.4,26.5,1
20191001,-107.9,26.5,9
20191001,-107.8,26.5,11
20191001,-107.2,26.5,1
20191001,-92.4,43.6,3
20191001,-92.2,43.6,5
20191001,-92.1,43.6,1
20191001,-91.9,43.6,4
20191001,-91.8,43.6,6
20191001,-91.7,43.6,5
20191001,-91.5,43.6,1
20191001,-91.4,43.6,3
20191001,-91.3,43.6,3
20191001,-91.2,43.6,7
20191001,-91.1,43.6,25
20191001,-90.8,43.6,2
20191001,-90.7,43.6,3
20191001,-90.6,43.6,3
20191001,-90.5,43.6,9
20191001,-90.4,43.6,11
20191001,-90.3,43.6,13
20191001,-90.2,43.6,8
20191001,-90.1,43.6,19
20191001,-89.9,43.6,18
20191001,-89.8,43.6,24
20191001,-89.7,43.6,30
20191001,-89.6,43.6,27
20191001,-89.5,43.6,17
20191001,-89.4,43.6,29
20191001,-89.3,43.6,10
20191001,-89.2,43.6,15
20191001,-89.1,43.6,12
20191001,-88.9,43.6,33
20191001,-88.8,43.6,13
20191001,-88.7,43.6,16
20191001,-88.6,43.6,32
20191001,-105.1,24.8,1
20191001,-98.2,24.9,2
20191001,-105.7,24.9,1
20191001,-100.4,24.9,1
20191001,-80.3,25.1,1
20191001,-70.1,25.1,1
20191001,-105.9,25.1,1
20191001,-100.5,25.1,1
20191001,-105.9,25.2,4
20191001,-105.8,25.2,1
20191001,-106,25.3,1
20191001,-79.4,25.4,2
20191001,-69.8,25.4,1
20191001,-105.4,25.4,1
20191001,-78,25.5,1
20191001,-69.8,25.5,1
20191001,-68.8,25.5,1
20191001,-105.3,25.5,2
20191001,-105.2,25.5,1
20191001,-105.3,25.6,6
20191001,-105.2,25.6,5
20191001,-70.8,25.7,1
20191001,-70.5,25.7,1
20191001,-70.4,25.7,1
20191001,-105.3,25.7,2
20191001,-105.2,25.7,2
20191001,-70.7,25.8,2
20191001,-70.6,25.8,3
20191001,-70.5,25.8,4
20191001,-70.3,25.8,1
20191001,-106.1,25.8,1
20191001,-105.4,25.8,1
20191001,-103.6,25.8,1
20191001,-69,25.9,2
20191001,-106,25.9,3
20191001,-71.3,25.9,4
20191001,-71.2,25.9,1
20191001,-70.9,25.9,1
20191001,-70.7,25.9,1
20191001,-70.6,25.9,4
20191001,-70.5,25.9,2
20191001,-70.4,25.9,2
20191001,-69.6,25.9,1
20191001,-69.2,25.9,1
20191001,-69.1,25.9,1
20191001,-68.9,25.9,2
20191001,-68.8,25.9,2
20191001,-106.2,25.9,1
20191001,-106.1,25.9,4
20191001,-105.4,25.9,1
20191001,-105.3,25.9,2
20191001,-105.2,25.9,1
20191001,-104.1,25.9,1
20191001,-103.7,25.9,1
20191001,-103.6,25.9,3
20191001,-106,26.1,1
20191001,-87.7,26.1,1
20191001,-71.5,26.1,1
20191001,-71.3,26.1,2
20191001,-71.2,26.1,3
20191001,-69.7,26.1,1
20191001,-69.5,26.1,1
20191001,-69.3,26.1,2
20191001,-69.2,26.1,3
20191001,-102,23.2,1
20191001,-99.1,23.2,1
20191001,-97.7,23.2,1
20191001,-78.9,23.2,1
20191001,-72.7,23.2,1
20191001,-103.9,23.2,2
20191001,-102.2,23.2,2
20191001,-98.9,23.3,1
20191001,-72.8,23.3,1
20191001,-102.4,23.3,1
20191001,-102.3,23.3,1
20191001,-101.3,23.3,1
20191001,-99,23.4,3
20191001,-99.1,23.4,4
20191001,-98.9,23.4,2
20191001,-78.4,23.4,1
20191001,-76.2,23.4,1
20191001,-102.3,23.4,1
20191001,-99,23.5,1
